SalePrice,Lot_Area,Gr_Liv_Area,Total_Bsmt_SF,Garage_Area,Year_Built,Year_Remod_Add,Overall_Qual,Overall_Cond,Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,MS_Zoning,Neighborhood,House_Style,Foundation,Exter_Qual,Kitchen_Qual,Bsmt_Qual,Garage_Finish,Lot_Frontage,Mas_Vnr_Area,Garage_Yr_Blt,Pool_QC,Fence,Alley
212834,11199.0,1479.0,847,218,1982,1966,7,5,2,3,9,RL,Veenker,1Story,PConc,Ex,TA,Gd,Unf,58.218463016960264,88.63166190718236,1945.0,NA,NA,NA
178274,4621.0,950.0,849,552,1942,1968,3,4,2,2,5,RL,NWAmes,1.5Fin,CBlock,TA,TA,Ex,Unf,80.00849733383114,300.11853464985387,2002.0,NA,GdWo,NA
97329,4966.0,2398.0,775,246,1960,1980,6,5,1,3,13,RL,ClearCr,1Story,PConc,Gd,TA,TA,Fin,81.32253578906325,279.09353057333345,1993.0,NA,NA,NA
193315,12946.0,1073.0,804,298,1891,1988,6,5,2,5,3,RM,Crawfor,1Story,PConc,TA,Ex,Gd,RFn,67.19230050135363,127.76798882081661,1924.0,NA,MnPrv,NA
211977,3042.0,1165.0,0,254,1952,2002,10,5,0,3,11,RL,NPkVill,SLvl,PConc,Gd,Gd,TA,NA,47.78003235010668,167.8141663148615,1907.0,NA,NA,NA
207713,20082.0,1010.0,1162,422,1961,1985,5,6,2,3,4,RL,NPkVill,1Story,PConc,Gd,TA,TA,Fin,,162.57880756189797,1963.0,Fa,GdWo,NA
255841,9947.0,2399.0,661,684,1890,1964,8,5,2,4,9,RL,Veenker,1Story,PConc,Fa,TA,Gd,Fin,72.3810604302017,93.2868610196249,1913.0,NA,NA,NA
231785,76561.0,1776.0,355,448,1983,1978,3,8,3,3,7,RL,Blmngtn,2Story,PConc,Gd,Gd,Fa,Unf,82.24602858136299,96.0310961442129,1921.0,NA,NA,NA
199520,43684.0,1031.0,1301,361,2002,2009,6,4,2,3,9,RL,Crawfor,1Story,CBlock,Gd,Gd,TA,RFn,49.42627289115642,249.95917077218797,1977.0,NA,NA,NA
161447,9809.0,2053.0,567,144,1978,2005,7,7,2,3,11,FV,Timber,1Story,PConc,Ex,Gd,Gd,RFn,,255.53573479191195,1990.0,NA,NA,NA
85443,10261.0,1600.0,864,560,1992,1989,7,5,2,2,6,RL,IDOTRR,2Story,PConc,Ex,Gd,TA,NA,76.57359088896561,453.47866324831136,1934.0,NA,NA,NA
197175,19877.0,1628.0,1586,293,1963,1965,8,7,2,4,4,RM,Veenker,1.5Fin,CBlock,TA,TA,TA,Unf,67.91930183847123,10.897437818922807,2003.0,NA,MnPrv,NA
180425,30391.0,1327.0,436,473,1951,1982,8,5,1,3,7,RL,StoneBr,1Story,PConc,TA,Gd,TA,Fin,73.66245707749977,72.15640885092745,1950.0,NA,MnPrv,NA
185096,4093.0,1125.0,386,379,1902,1974,8,6,2,4,11,RM,BrDale,1Story,CBlock,Gd,Gd,Gd,RFn,4.638973095402264,525.8234598911969,1975.0,NA,NA,NA
99638,3744.0,1668.0,1107,617,1924,1965,6,3,2,3,9,RL,NoRidge,1Story,PConc,TA,TA,Gd,Fin,62.627193308268886,253.4468108818638,1942.0,NA,NA,NA
107750,7530.0,1227.0,1459,418,1984,1979,7,5,2,3,6,RL,Crawfor,1Story,PConc,TA,Gd,TA,Fin,91.33173681231094,54.91455460189808,1984.0,NA,NA,NA
253029,15516.0,2408.0,370,438,1905,2006,6,5,0,3,6,RL,BrkSide,SLvl,PConc,Gd,Gd,TA,RFn,54.60312573950097,137.3336423101374,1974.0,Gd,NA,NA
163436,14737.0,865.0,1163,547,1902,1983,3,6,1,3,4,RL,Timber,SLvl,Slab,Gd,Gd,Gd,Fin,82.16313944227507,196.46175230751481,1902.0,NA,NA,NA
218076,20782.0,2268.0,1232,871,2010,1951,9,5,2,3,4,RL,MeadowV,2Story,PConc,TA,Gd,Po,Unf,,55.660284369414214,1972.0,NA,NA,NA
167934,5325.0,1444.0,176,627,1877,1989,9,7,3,4,14,RM,MeadowV,2Story,PConc,TA,Gd,Ex,Fin,30.93037326988862,297.75348329604986,2006.0,NA,MnPrv,NA
168030,2725.0,1649.0,1319,432,1898,1993,5,5,2,4,13,RL,Sawyer,1.5Fin,PConc,Gd,TA,Ex,RFn,80.44543948194925,120.23463890343209,,Ex,MnPrv,NA
241666,18302.0,1916.0,1350,450,1878,1992,9,5,1,2,9,RL,ClearCr,1Story,PConc,Gd,Gd,TA,Unf,68.63837619684286,113.38317925410672,1918.0,NA,NA,NA
135074,6654.0,1184.0,875,345,1920,1987,8,5,1,3,12,RL,Sawyer,1Story,PConc,Gd,TA,Ex,RFn,61.602826227641714,389.25042942630085,1941.0,NA,NA,NA
172551,3258.0,1932.0,1500,260,1967,2000,6,6,3,3,2,RL,Edwards,1Story,PConc,Gd,Gd,Gd,RFn,91.16166042065196,125.75714622040589,1960.0,NA,GdPrv,NA
138011,11932.0,334.0,1454,339,1931,2009,6,4,2,3,5,RH,SawyerW,1.5Fin,PConc,Gd,TA,TA,RFn,,316.0332553713627,1922.0,NA,GdPrv,NA
139553,17604.0,1140.0,1041,295,1904,1967,10,6,3,3,10,RL,Gilbert,1Story,PConc,Fa,TA,TA,Unf,,194.02007189869568,1979.0,NA,NA,NA
146727,10165.0,1037.0,819,580,1918,1954,7,5,1,3,7,RL,Gilbert,2Story,CBlock,TA,Gd,TA,Fin,51.479499839958024,302.34175594429337,1903.0,NA,NA,NA
181471,8310.0,873.0,610,235,1990,1996,6,5,3,3,7,RL,ClearCr,1Story,PConc,TA,TA,TA,Unf,46.191370480689386,151.84236947330191,1995.0,NA,NA,NA
137104,9940.0,1392.0,984,716,1898,1989,7,5,2,2,11,RL,Sawyer,2Story,CBlock,Gd,Gd,Gd,Unf,81.66619266438343,199.38257205997476,1964.0,NA,MnPrv,NA
274389,35611.482147684226,5351.592967316864,1227,600,1893,1955,7,5,3,3,12,RL,Mitchel,1.5Fin,PConc,Ex,Gd,Gd,Fin,62.19754845548334,404.09990888243027,1903.0,NA,MnPrv,NA
116094,4871.0,1851.0,870,454,1918,1961,6,6,0,2,12,RL,Timber,1Story,PConc,Ex,TA,TA,Unf,98.56302356358552,216.3951549322995,1958.0,NA,NA,NA
154083,7123.0,1620.0,120,450,1964,2000,7,5,2,3,14,RM,Edwards,2Story,PConc,TA,TA,Gd,Unf,-3.808291729285628,88.84031380552106,1989.0,NA,NA,NA
139261,111301.87365645406,3395.151257743572,1507,338,1873,1961,7,2,2,5,8,RM,Blueste,1Story,CBlock,Gd,TA,TA,RFn,,124.92896783219751,1990.0,NA,NA,NA
296200,13266.0,1684.0,1076,504,1918,1961,7,8,2,2,12,RM,Timber,2Story,PConc,Gd,TA,Gd,Fin,78.99074038583483,291.4123220946732,2003.0,NA,GdPrv,NA
179624,12098.0,1562.0,848,667,1898,1958,9,5,2,2,8,FV,Veenker,1Story,PConc,Ex,TA,Ex,Unf,67.72939706061595,123.76532996280119,1979.0,NA,NA,NA
250881,6020.0,1968.0,1342,309,1898,2005,10,6,2,1,7,RL,NoRidge,1Story,CBlock,TA,TA,Gd,Fin,37.71466834303595,49.4559167508597,1929.0,NA,NA,NA
91653,9809.0,1888.0,1609,143,1946,1991,7,5,4,3,10,RL,BrkSide,1Story,CBlock,TA,Ex,Gd,RFn,28.503066987325965,194.8807101355575,2001.0,NA,NA,NA
184761,2962.0,1515.0,0,590,1881,1971,9,6,2,2,9,RL,Blmngtn,1Story,PConc,Gd,Gd,TA,Unf,88.77726559336716,98.23310975256312,1932.0,Fa,MnPrv,NA
237008,12174.0,1051.0,1173,514,1992,1998,8,4,2,3,13,RL,ClearCr,1.5Fin,PConc,TA,Ex,Gd,Unf,76.05366517926277,181.94368061732357,,NA,NA,NA
171598,143968.23830753623,1173.0,429,225,1904,1999,5,5,2,3,9,RL,Blueste,SLvl,PConc,TA,Gd,Gd,Fin,75.58046830171092,121.22120455209568,1932.0,NA,NA,NA
254280,4516.0,1225.0,1199,303,1997,1965,9,5,2,3,3,RL,SawyerW,1Story,PConc,Gd,Gd,Gd,Fin,67.43822897637106,222.40404860090484,1919.0,NA,NA,NA
135007,7695.0,1342.0,1051,278,1879,1953,3,5,2,4,8,RL,Gilbert,1Story,PConc,Gd,TA,Gd,Unf,91.24519082340348,525.2485832203216,1994.0,NA,NA,NA
291775,13325.0,1634.0,1254,305,2006,1999,5,8,2,4,13,RL,Gilbert,2Story,CBlock,TA,Gd,Gd,RFn,,596.5268599737291,1947.0,NA,NA,NA
416465,179477.63515813428,1857.0,800,385,1942,1952,7,4,2,2,2,RL,NAmes,1Story,PConc,Gd,TA,Ex,Fin,61.58987133517018,132.05709104331083,1926.0,NA,NA,Pave
143611,8358.0,1474.0,250,396,2006,1965,6,6,1,4,11,RL,Somerst,1Story,PConc,TA,Gd,TA,Fin,,182.41779013276783,1931.0,NA,GdWo,NA
138940,7220.0,1508.0,819,319,1912,1963,7,5,2,2,9,RM,Edwards,1Story,PConc,Ex,TA,TA,RFn,64.65850284841467,205.18375760722282,,NA,NA,NA
296960,3356.0,1571.0,1162,298,1989,2005,8,5,2,2,14,RM,BrkSide,1.5Fin,PConc,Gd,TA,TA,RFn,,93.28845601351168,1999.0,NA,MnPrv,NA
312334,11638.0,1242.0,1406,404,1926,1990,5,5,2,3,4,RL,ClearCr,2Story,PConc,Gd,Gd,TA,Unf,38.63905153481839,40.16970530867858,1926.0,NA,NA,NA
134706,37243.0,1037.0,531,483,1878,1987,10,5,3,3,12,RL,NridgHt,1.5Fin,PConc,TA,TA,Gd,Fin,21.135737047428627,411.33116076618774,1924.0,NA,MnWw,NA
140354,12918.0,622.0,1410,386,1955,1953,6,5,2,2,14,RL,Blmngtn,1Story,PConc,Po,Gd,TA,Unf,33.649344081593874,345.09120627557326,1965.0,NA,MnPrv,NA
148343,10792.0,1152.0,740,681,1949,2008,9,5,1,3,10,RL,OldTown,2Story,CBlock,Gd,TA,TA,Unf,,48.47534787513606,2009.0,NA,GdWo,NA
96976,13269.0,1736.0,1144,551,1924,1951,6,6,2,4,6,RL,CollgCr,2Story,PConc,Gd,Ex,Ex,RFn,67.48063441202207,389.36529721471834,2001.0,NA,NA,NA
114982,10865.0,1148.0,796,131,1885,2004,7,3,3,2,8,RL,Sawyer,1Story,PConc,Gd,Gd,Gd,Fin,,193.49192527747203,1986.0,NA,NA,NA
111117,6715.0,1381.0,1072,554,1984,1959,6,5,4,4,8,RL,Somerst,1.5Fin,PConc,TA,Fa,Ex,Unf,72.49162575873548,203.1187237273445,1911.0,NA,MnPrv,NA
122134,17925.0,1733.0,1356,571,1928,1960,7,5,2,3,10,RL,Blueste,SFoyer,CBlock,TA,TA,Gd,Fin,61.90036558834404,388.9803452613338,2000.0,NA,NA,NA
163754,12524.0,1760.0,509,363,1962,1988,5,6,1,2,3,RM,Somerst,1.5Fin,CBlock,Gd,Gd,Ex,RFn,,141.0025624151254,1945.0,NA,NA,NA
182350,11054.0,960.0,728,150,1917,1975,6,4,2,3,5,RH,SawyerW,2Story,PConc,Fa,TA,NA,RFn,89.8566600861199,134.50411522597204,2000.0,NA,NA,NA
308723,6092.0,1998.0,1073,451,1962,2006,3,8,2,2,13,RL,Crawfor,2Story,CBlock,TA,Gd,TA,Unf,132.95397387538802,394.8521557743445,1947.0,NA,GdPrv,NA
111375,23911.0,2063.0,1960,448,2004,1986,7,4,2,1,9,RL,ClearCr,2Story,PConc,Gd,Ex,Gd,RFn,40.44622949663834,,1984.0,NA,NA,NA
246158,16298.0,935.0,654,225,1973,1975,10,5,2,2,6,RL,NoRidge,1.5Fin,PConc,TA,Gd,Gd,RFn,,62.724500110867446,2005.0,NA,GdWo,NA
152421,7849.0,1088.0,1816,159,1977,1953,2,5,2,2,12,RM,Somerst,1Story,BrkTil,Gd,Gd,Ex,Unf,84.72793858965301,334.5928155456669,,NA,NA,NA
162789,19952.0,2095.0,1801,432,1999,1975,7,5,2,2,6,RL,Somerst,1Story,PConc,TA,TA,Gd,NA,94.66781592558655,365.3422795223121,1984.0,NA,MnPrv,NA
217494,8114.0,1426.0,961,403,1903,1987,8,6,2,2,4,RL,NPkVill,2Story,PConc,Gd,TA,TA,RFn,38.1076403761414,86.69931400583505,1936.0,NA,NA,NA
105969,6841.0,390.0,880,366,1877,1977,5,5,2,3,6,RM,Gilbert,SLvl,PConc,TA,Gd,TA,RFn,,332.04235434830446,1903.0,NA,NA,Grvl
193486,6933.0,800.0,723,433,1945,1951,5,4,2,3,14,RL,Timber,1Story,PConc,TA,TA,Ex,Unf,78.60915717525727,323.7581189220828,1989.0,NA,NA,NA
177474,3779.0,1375.0,972,229,2006,1951,5,3,2,4,8,RL,Somerst,2Story,BrkTil,TA,Gd,Gd,Unf,112.8620704775073,211.55554685775985,1983.0,NA,NA,NA
202193,14514.0,918.0,437,363,1900,1965,5,5,1,2,5,C,Sawyer,1Story,PConc,Gd,Gd,NA,Fin,48.08478124775081,182.01817234462868,1960.0,NA,NA,NA
186403,3645.0,1293.0,969,556,1905,2009,4,8,2,3,9,RL,NAmes,SLvl,PConc,Fa,TA,Gd,RFn,72.17666988364347,121.20339789921302,,NA,NA,NA
443352,5234.0,1516.0,1598,380,1878,2006,6,7,2,4,12,RL,MeadowV,2Story,PConc,Gd,Gd,Gd,Fin,22.521381831295685,112.46828336800971,2001.0,NA,NA,NA
128656,3148.0,2231.0,755,115,1952,1972,6,5,1,2,7,RL,OldTown,2Story,PConc,TA,Ex,Gd,RFn,65.0353614732567,34.211102619512275,1946.0,NA,NA,NA
134269,10387.0,1354.0,903,355,1948,1972,8,5,2,3,7,RL,MeadowV,2Story,PConc,Gd,TA,Gd,Unf,67.15880626704865,110.40120596545499,1990.0,NA,NA,NA
129410,9994.0,2036.0,319,235,1929,1962,8,7,2,3,7,RH,SWISU,1.5Fin,PConc,Fa,Fa,TA,Fin,106.68851113510436,207.9909922881799,1946.0,NA,MnPrv,NA
132960,8991.0,2214.0,1149,503,1956,1970,8,5,1,4,5,RL,Timber,1.5Fin,PConc,TA,Gd,TA,Fin,,46.16987397492154,1916.0,NA,MnWw,NA
128675,5851.0,2217.0,1105,513,1944,1988,7,7,2,3,4,RM,Edwards,SLvl,CBlock,TA,Gd,Gd,RFn,87.16025984563814,269.7600515392556,,NA,NA,NA
267160,5413.0,1642.0,1025,118,1916,1974,5,5,1,3,11,RL,Blueste,1Story,PConc,Gd,Gd,Gd,Unf,50.705952520471996,141.28133427064716,1909.0,NA,MnWw,NA
293080,14452.0,518.0,913,601,1918,2007,6,5,2,3,7,RL,CollgCr,1Story,PConc,Gd,TA,TA,RFn,72.25830652927905,174.64845074635375,1949.0,NA,NA,NA
132151,7860.0,1730.0,882,227,1948,1986,5,6,2,3,7,RL,ClearCr,1.5Fin,Wood,Ex,TA,Gd,Fin,,268.3125277248018,1974.0,NA,NA,NA
119021,13224.0,2024.0,1200,761,1944,2006,7,5,2,3,3,RM,Crawfor,SLvl,CBlock,Gd,TA,Gd,Fin,,116.69080751592134,1958.0,NA,NA,NA
200499,6430.0,1459.0,988,440,1987,1998,9,6,2,4,11,RL,Blmngtn,1Story,CBlock,Gd,TA,TA,RFn,119.01419845559326,206.4312687826054,1917.0,NA,MnPrv,NA
133133,12193.0,2372.0,1125,200,1901,1962,5,4,1,3,10,RL,Sawyer,1Story,PConc,Fa,TA,TA,RFn,79.93930519903493,237.79216528991904,1965.0,NA,NA,NA
213880,23907.0,1929.0,1085,221,1942,1964,6,6,2,0,5,RL,Somerst,1Story,PConc,TA,TA,TA,RFn,64.74343841027826,246.5526334338283,1934.0,NA,NA,NA
180082,15548.0,1784.0,1449,519,1974,1977,7,5,0,4,5,RM,Blueste,1Story,PConc,Gd,Gd,TA,RFn,77.12314204068409,244.70674407768902,,NA,GdPrv,NA
90554,8540.0,2043.0,1270,371,2004,1952,8,5,2,3,11,RM,SawyerW,2Story,PConc,Fa,TA,Gd,RFn,81.65120681265489,68.92766001635003,1902.0,NA,NA,NA
308353,12763.0,1666.0,1077,430,1975,1972,5,6,2,3,14,RL,SWISU,1Story,CBlock,TA,TA,Fa,RFn,79.73286807723288,90.7713369464505,1970.0,NA,NA,NA
340561,9467.0,334.0,1607,772,1993,1953,5,5,2,3,13,RL,NWAmes,1Story,PConc,TA,Gd,Gd,Unf,52.21533647614838,266.9032928170711,1934.0,NA,NA,NA
129947,10989.0,1250.0,1168,310,2000,1996,9,6,2,4,12,RL,IDOTRR,1.5Fin,BrkTil,TA,Gd,Gd,Unf,51.211005427427764,91.94451401183834,2010.0,NA,NA,NA
142189,8996.0,2098.0,1521,461,1902,1999,3,8,0,3,13,RL,NAmes,1Story,PConc,TA,Gd,Gd,Fin,,185.11902798724705,1976.0,NA,NA,NA
186157,9910.0,1096.0,1242,733,1980,2009,7,6,2,3,13,RL,Timber,2Story,PConc,Gd,TA,Ex,RFn,96.75788567466421,219.27941172022076,2001.0,NA,NA,NA
189810,12422.0,1388.0,263,504,1943,1952,8,6,1,5,9,RL,CollgCr,1Story,PConc,Po,Gd,Gd,RFn,99.4759281661783,51.63282917900949,1965.0,NA,NA,NA
216082,6026.0,977.0,1521,128,1998,1988,9,5,3,2,4,RL,Blueste,2Story,PConc,Gd,TA,Gd,Fin,,74.62863256300606,1965.0,NA,NA,NA
371046,5945.0,2391.0,1054,551,1956,1957,1,5,1,2,11,RL,NoRidge,1Story,CBlock,TA,Gd,Gd,RFn,80.6411442899787,242.30585023816315,1950.0,NA,NA,NA
154696,4754.0,2340.0,979,217,1886,1992,6,6,2,3,8,RL,Blueste,1Story,PConc,TA,TA,Ex,RFn,,284.56722108694726,1971.0,NA,NA,NA
120653,4187.0,1058.0,1112,731,1927,1974,5,5,2,3,8,RM,MeadowV,1Story,PConc,Gd,Gd,Gd,Unf,58.02774798770122,243.7760156117383,1972.0,NA,NA,NA
95632,5269.0,1573.0,862,285,1898,2003,7,6,2,3,3,C,IDOTRR,1.5Fin,Slab,TA,TA,Gd,Fin,66.06244574357459,34.175472037878095,1933.0,NA,NA,NA
123949,12036.0,1159.0,1090,1043,1873,2007,7,5,2,3,4,RL,SawyerW,2Story,BrkTil,Gd,Gd,Ex,Fin,107.65621557399052,49.46667094840251,1938.0,NA,MnPrv,NA
163856,6401.0,1807.0,763,743,1945,1990,10,4,2,3,13,RL,Crawfor,1Story,BrkTil,Gd,Gd,Gd,Fin,88.32347044496484,141.08961406104862,1994.0,NA,NA,NA
340381,14885.0,1754.0,1509,290,1935,2001,6,4,1,3,5,RL,Mitchel,1.5Fin,PConc,Ex,Gd,Gd,RFn,,45.485652479967214,1992.0,NA,MnPrv,NA
134989,11168.0,1905.0,954,454,1876,1961,7,5,2,4,3,RL,Blmngtn,1Story,CBlock,TA,Gd,Gd,Unf,,92.36198165136156,,NA,NA,NA
181591,3357.0,1665.0,846,600,1962,1954,6,5,1,3,10,RL,NWAmes,SLvl,BrkTil,Gd,TA,TA,RFn,33.21308670136976,650.3404799488626,1946.0,NA,NA,NA
164955,16203.0,2967.0,630,606,1939,1982,4,5,2,4,11,FV,CollgCr,1Story,PConc,TA,TA,Gd,RFn,84.81194867387231,381.87151509352145,1935.0,NA,NA,NA
267094,17791.0,986.0,1107,538,1952,1995,5,5,2,4,12,RL,SWISU,1Story,PConc,TA,Ex,Gd,Fin,52.32980513840495,82.76576769706998,1921.0,NA,GdPrv,NA
456239,6025.0,644.0,1074,700,1956,1974,5,2,2,2,7,RM,Timber,1Story,CBlock,TA,Gd,Fa,RFn,54.719147945032,38.854307472714495,1986.0,NA,NA,NA
134275,14074.0,1303.0,1155,425,1894,1974,8,5,2,3,2,RL,Timber,2Story,CBlock,TA,TA,Gd,RFn,23.031716966857047,217.83394688878107,1976.0,NA,NA,NA
136519,6542.0,716.0,589,376,1968,2006,7,5,0,3,2,RL,NPkVill,1Story,CBlock,Gd,TA,TA,Fin,88.92046012697394,109.5251105838354,1998.0,NA,NA,NA
252120,11598.0,753.0,359,380,1995,1984,5,6,2,4,9,RL,NAmes,1Story,PConc,Gd,Ex,TA,Unf,100.2166678845732,266.30392794653244,1943.0,NA,MnWw,NA
218110,5122.0,999.0,1250,621,1908,2010,6,5,2,3,12,RM,StoneBr,1Story,PConc,Gd,Gd,Gd,Fin,52.676443437799904,159.09409681074064,1966.0,NA,NA,NA
347556,3729.0,1038.0,1593,523,1901,1964,5,7,2,2,7,RL,MeadowV,1.5Fin,PConc,TA,Gd,Gd,RFn,65.9496261031752,702.0640562903909,1960.0,NA,NA,Grvl
209728,54984.00751319305,3697.70373174299,589,508,1988,1991,5,5,2,4,14,RL,NridgHt,1.5Fin,PConc,TA,Gd,TA,RFn,,198.8911042172477,1908.0,NA,GdWo,Grvl
143815,10155.0,1759.0,1635,609,1880,1975,8,5,2,3,11,RL,SawyerW,2Story,CBlock,Gd,TA,Gd,NA,,224.4329981587018,1947.0,NA,NA,NA
210294,8616.0,1246.0,1113,39,2003,1959,9,2,2,5,13,RL,NWAmes,2Story,PConc,TA,TA,TA,Fin,49.50861541960201,477.5444668303281,1917.0,NA,GdPrv,NA
258714,5375.0,1410.0,997,512,1937,1973,3,8,1,2,8,RL,SWISU,2Story,PConc,Gd,Gd,TA,Fin,42.49371750057537,35.557489176879756,1989.0,NA,NA,NA
230543,8604.0,1947.0,840,493,1991,1984,8,5,2,4,7,RL,BrkSide,1Story,PConc,TA,Gd,Gd,NA,104.21549281312915,349.16063581736313,1928.0,NA,NA,NA
203395,12856.0,1116.0,446,783,1995,1978,6,5,2,3,3,RL,Edwards,SLvl,PConc,TA,TA,Ex,Fin,,360.0813201852776,1947.0,Ex,MnPrv,NA
254401,10647.0,1367.0,1395,144,1915,1987,6,7,2,3,4,RL,NAmes,1Story,PConc,TA,Gd,Gd,RFn,,190.92846236984093,1911.0,NA,NA,NA
265061,12203.0,1682.0,689,761,1980,1954,7,5,1,4,9,RL,Crawfor,2Story,PConc,Gd,Gd,Gd,Fin,77.0833056158487,180.85617148862787,1938.0,NA,NA,NA
288619,7316.0,529.0,688,465,1908,1973,5,5,2,3,5,FV,NAmes,2Story,CBlock,TA,TA,Gd,RFn,111.34797351726495,119.3319723285944,1922.0,NA,NA,NA
215234,22093.0,334.0,1396,547,1938,1968,2,6,2,3,14,RL,ClearCr,2Story,CBlock,Gd,Ex,Gd,RFn,,44.18406988233695,1918.0,NA,NA,NA
155306,5400.0,1673.0,246,785,1931,1995,5,6,2,2,9,RM,Blmngtn,1.5Fin,PConc,TA,TA,Gd,RFn,60.71742728349444,124.85747934673506,1923.0,NA,NA,NA
176078,14654.0,1746.0,390,562,1907,1998,5,6,2,4,4,RL,NWAmes,1Story,BrkTil,Gd,TA,Fa,Fin,49.788472823333464,74.01789755777224,2007.0,NA,NA,NA
269036,22228.0,2532.0,992,530,1920,1993,2,6,2,3,3,RL,Sawyer,2Story,CBlock,Gd,TA,TA,Unf,78.88909222933582,90.19398969230473,2006.0,NA,NA,NA
119757,14596.0,1579.0,1117,498,1978,1958,5,5,2,4,8,RL,Edwards,2Story,PConc,TA,Gd,Gd,RFn,52.29421101761203,199.167445507048,1943.0,NA,NA,NA
192426,9686.0,1909.0,1193,353,1879,1975,6,7,2,3,2,RL,Sawyer,1Story,BrkTil,Gd,TA,Ex,RFn,41.78036432651149,105.80815536766757,1993.0,NA,NA,NA
141869,7966.0,1402.0,879,444,1912,1974,8,5,2,3,12,RL,Veenker,1Story,PConc,Gd,TA,Gd,RFn,51.57290225562356,247.5725384986427,1994.0,NA,NA,Pave
167962,20366.0,1648.0,2012,306,1972,1984,5,5,2,1,4,RL,BrDale,1.5Fin,PConc,TA,Gd,TA,NA,46.32967085914561,179.720289489581,1982.0,NA,NA,NA
276891,4657.0,2333.0,908,441,1984,1999,5,5,2,4,3,RL,SawyerW,1Story,PConc,TA,Ex,Gd,Unf,44.85108268580632,154.64302730845446,1984.0,NA,GdWo,NA
179232,6111.0,438.0,907,0,1980,1985,5,6,2,3,6,RL,StoneBr,1Story,PConc,Gd,Gd,Ex,Fin,72.13272161604846,74.04293939351352,1948.0,NA,GdPrv,NA
169155,8616.0,1706.0,681,535,1957,1963,9,6,2,3,3,RL,Timber,1Story,PConc,Gd,TA,TA,Unf,65.13658510969472,157.75279922418406,2010.0,NA,NA,NA
96380,22984.0,2567.0,1049,425,1949,2005,5,5,1,3,11,RL,SWISU,2Story,PConc,Gd,Gd,Gd,RFn,83.73981733764086,308.87281825848714,1973.0,NA,NA,NA
223798,13737.0,1641.0,1245,382,1926,1955,8,3,0,2,6,RL,Blmngtn,1.5Fin,PConc,TA,Gd,Gd,Unf,73.68074690953401,51.619475571848305,1903.0,NA,NA,NA
214957,35616.617075994654,2325.0,1481,493,1981,1981,6,5,3,4,14,RL,Veenker,1Story,PConc,TA,TA,NA,Fin,39.931957105566156,74.01117667589823,1961.0,Gd,NA,NA
394471,9079.0,1185.0,404,163,1936,1975,9,9,3,3,4,RL,NPkVill,2Story,PConc,Gd,Gd,Ex,Fin,16.936230695477434,188.3194476873445,1917.0,NA,GdPrv,NA
146809,7565.0,1483.0,901,835,1935,1964,6,4,1,5,10,RL,BrkSide,1Story,PConc,TA,Ex,TA,RFn,43.596038303455245,31.156284654345523,1959.0,NA,NA,Grvl
181254,7144.0,1516.0,1178,429,1989,1998,4,5,2,2,11,RL,NPkVill,1Story,CBlock,TA,Gd,Fa,RFn,89.09416160016832,171.52237958512748,2008.0,NA,MnPrv,NA
183460,19679.0,391.0,1234,420,1913,1980,7,5,1,3,10,RL,Edwards,SLvl,CBlock,TA,TA,Ex,Fin,,51.95241903584347,1963.0,NA,NA,NA
312069,4802.0,915.0,1002,256,1988,2005,7,7,3,3,9,RL,NWAmes,1Story,PConc,Gd,TA,TA,Fin,94.61693798800542,249.55499554520162,2000.0,NA,MnPrv,NA
159832,28717.0,951.0,1216,454,1921,1986,7,6,2,3,14,RL,Sawyer,1Story,PConc,Gd,TA,Gd,RFn,90.94849907366941,188.37025161677695,1919.0,NA,NA,NA
185648,17978.0,1911.0,676,727,1919,2010,6,7,2,2,6,RL,IDOTRR,2Story,PConc,TA,Gd,TA,Fin,97.17863860944536,609.3162486783481,1951.0,NA,NA,NA
211749,21047.0,1936.0,1623,657,1944,1987,2,5,1,3,11,RM,Mitchel,1Story,CBlock,TA,TA,Gd,Fin,,141.84094321224347,1935.0,NA,NA,NA
178910,8285.0,1662.0,1397,620,2007,2002,7,7,2,4,12,RL,Somerst,2Story,Wood,TA,Gd,NA,Unf,115.07352460660141,234.63076635215035,1961.0,NA,NA,NA
138888,9996.0,1912.0,462,559,2006,2007,9,5,2,2,8,RL,Mitchel,1.5Fin,PConc,TA,Gd,TA,Unf,77.34126452658874,103.44699349430846,1947.0,NA,NA,NA
179447,4629.0,1417.0,569,378,1977,1986,9,5,2,4,3,RL,SWISU,1Story,CBlock,Fa,TA,TA,RFn,119.98159544462659,137.16802217005076,1995.0,NA,NA,NA
255110,7984.0,2100.0,581,159,1879,1968,7,7,2,3,4,C,CollgCr,1Story,CBlock,Gd,TA,TA,RFn,54.340285632106834,32.9205072188354,1956.0,NA,NA,NA
110127,14708.0,1504.0,1271,409,1981,1963,1,5,2,2,13,RM,Crawfor,1Story,PConc,TA,TA,Gd,Fin,53.701514350880544,80.07954402747157,1956.0,NA,GdPrv,NA
175113,23804.0,1528.0,486,402,1902,1985,4,7,1,3,12,RL,NWAmes,1Story,BrkTil,TA,Gd,Gd,Unf,65.19043622949904,183.75988091459166,1990.0,NA,NA,NA
125486,5629.0,1367.0,867,659,1883,1986,8,5,2,3,3,RL,NAmes,1Story,PConc,TA,Gd,Gd,Fin,69.063013654656,185.04630423266198,1940.0,NA,MnPrv,NA
